State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons
assam,whole year,blackpepper,100,60,50,4.82,2169.32,23.73636363636364,75.0,86.0
assam,whole year,onion,120,60,65,6.12,2169.32,23.73636363636364,47.0,143.0
assam,rabi,rice,80,40,40,5.44,127.68,20.8,56610.0,68235.0
assam,whole year,potato,180,60,90,5.08,2169.32,23.73636363636364,1608.0,5551.0
assam,kharif,rice,80,40,40,5.38,1543.76,27.33333333333333,24533.0,18005.0
assam,whole year,turmeric,25,60,100,5.06,2169.32,23.73636363636364,330.0,179.0
assam,rabi,rice,80,40,40,5.34,127.68,20.8,65225.0,98940.0
assam,whole year,banana,100,75,50,6.42,2169.32,23.73636363636364,1254.0,15904.0
assam,kharif,rice,80,40,40,5.44,1543.76,27.33333333333333,28744.0,24649.0
assam,rabi,wheat,60,30,30,6.11,127.68,20.8,815.0,802.0
assam,rabi,rapeseed,50,40,20,5.14,127.68,20.8,8052.0,2711.0
assam,summer,rice,80,40,40,5.56,497.88,25.03333333333333,10581.0,18529.0
assam,whole year,onion,120,60,65,6.06,2169.32,23.73636363636364,625.0,1563.0
assam,whole year,potato,180,60,90,4.92,2169.32,23.73636363636364,9781.0,96457.0
assam,whole year,sweetpotato,90,20,120,5.0,2169.32,23.73636363636364,500.0,1250.0
assam,whole year,turmeric,25,60,100,5.12,2169.32,23.73636363636364,878.0,535.0
assam,whole year,turmeric,25,60,100,4.96,2169.32,23.73636363636364,578.0,467.0
assam,rabi,rice,80,40,40,5.5,127.68,20.8,74305.0,103631.0
assam,kharif,sesamum,30,15,30,6.34,1543.76,27.33333333333333,10.0,5.0
assam,rabi,rice,80,40,40,5.36,127.68,20.8,110593.0,174753.0
assam,kharif,rice,80,40,40,5.58,1543.76,27.33333333333333,5900.0,8657.0
assam,kharif,jute,80,40,40,5.48,1543.76,27.33333333333333,161.0,1140.0
assam,kharif,cotton,120,40,20,5.36,1543.76,27.33333333333333,43.0,18.0
assam,kharif,jute,80,40,40,5.66,1543.76,27.33333333333333,75.0,823.0
assam,kharif,maize,80,40,20,5.38,1543.76,27.33333333333333,15.0,8.0
assam,kharif,sesamum,30,15,30,6.42,1543.76,27.33333333333333,118.0,61.0
assam,rabi,moong,20,40,20,5.4,127.68,20.8,81.0,43.0
assam,kharif,rice,80,40,40,5.68,1543.76,27.33333333333333,11500.0,5762.0
assam,kharif,jute,80,40,40,5.6,1543.76,27.33333333333333,4953.0,57158.0
assam,kharif,maize,80,40,20,5.44,1543.76,27.33333333333333,624.0,324.0
assam,kharif,sesamum,30,15,30,6.36,1543.76,27.33333333333333,847.0,501.0
assam,whole year,arecanut,100,40,140,6.14,2169.32,23.73636363636364,3009.0,2900.0
assam,whole year,banana,100,75,50,6.36,2169.32,23.73636363636364,2276.0,29588.0
assam,whole year,blackpepper,100,60,50,5.1,2169.32,23.73636363636364,64.0,97.0
assam,whole year,onion,120,60,65,6.06,2169.32,23.73636363636364,180.0,482.0
assam,whole year,potato,180,60,90,4.9,2169.32,23.73636363636364,5035.0,31131.0
assam,whole year,sweetpotato,90,20,120,5.0,2169.32,23.73636363636364,210.0,652.0
assam,whole year,turmeric,25,60,100,5.02,2169.32,23.73636363636364,685.0,445.0
assam,summer,rice,80,40,40,5.34,497.88,25.03333333333333,16266.0,11302.0
assam,rabi,rice,80,40,40,5.56,127.68,20.8,86648.0,68736.0
assam,kharif,cotton,120,40,20,5.48,1543.76,27.33333333333333,16.0,8.0
assam,kharif,jute,80,40,40,5.62,1543.76,27.33333333333333,4350.0,44518.0
assam,kharif,maize,80,40,20,5.52,1543.76,27.33333333333333,21.0,8.0
assam,kharif,sesamum,30,15,30,6.46,1543.76,27.33333333333333,190.0,97.0
assam,rabi,moong,20,40,20,5.32,127.68,20.8,239.0,45.0
assam,rabi,rapeseed,50,40,20,5.06,127.68,20.8,5500.0,2107.0
assam,rabi,wheat,60,30,30,6.11,127.68,20.8,4500.0,4446.0
assam,kharif,rice,80,40,40,5.42,1543.76,27.33333333333333,4872.0,1755.0
assam,rabi,wheat,60,30,30,6.12,127.68,20.8,926.0,639.0
assam,rabi,rapeseed,50,40,20,4.98,127.68,20.8,24820.0,11974.0
assam,rabi,moong,20,40,20,5.42,127.68,20.8,408.0,184.0
assam,rabi,moong,20,40,20,5.46,127.68,20.8,209.0,110.0
assam,rabi,rapeseed,50,40,20,4.84,127.68,20.8,18469.0,12832.0
assam,rabi,wheat,60,30,30,6.5,127.68,20.8,2759.0,3546.0
assam,summer,rice,80,40,40,5.36,497.88,25.03333333333333,19313.0,33543.0
assam,whole year,arecanut,100,40,140,5.88,2169.32,23.73636363636364,1668.0,3546.0
assam,whole year,banana,100,75,50,6.6,2169.32,23.73636363636364,1271.0,20165.0
assam,whole year,blackpepper,100,60,50,5.0,2169.32,23.73636363636364,15.0,24.0
assam,whole year,onion,120,60,65,5.86,2169.32,23.73636363636364,335.0,938.0
assam,whole year,potato,180,60,90,4.9,2169.32,23.73636363636364,3091.0,24894.0
assam,whole year,sweetpotato,90,20,120,4.96,2169.32,23.73636363636364,453.0,1707.0
assam,whole year,tapioca,50,50,50,5.44,2169.32,23.73636363636364,736.0,3522.0
assam,whole year,turmeric,25,60,100,4.98,2169.32,23.73636363636364,453.0,353.0
assam,rabi,rice,80,40,40,5.34,127.68,20.8,60422.0,72843.0
assam,rabi,rapeseed,50,40,20,5.1,127.68,20.8,1104.0,636.0
assam,kharif,rice,80,40,40,5.42,1543.76,27.33333333333333,18730.0,11722.0
assam,kharif,jute,80,40,40,5.58,1543.76,27.33333333333333,372.0,2023.0
assam,kharif,sesamum,30,15,30,6.32,1543.76,27.33333333333333,257.0,92.0
assam,whole year,arecanut,100,40,140,6.16,2169.32,23.73636363636364,1250.0,945.0
assam,rabi,moong,20,40,20,5.52,127.68,20.8,40.0,14.0
assam,whole year,potato,180,60,90,5.02,2169.32,23.73636363636364,4844.0,24844.0
assam,kharif,sesamum,30,15,30,6.54,1543.76,27.33333333333333,42.0,12.0
assam,whole year,tapioca,50,50,50,5.62,2169.32,23.73636363636364,139.0,636.0
assam,whole year,arecanut,100,40,140,5.98,2169.32,23.73636363636364,1681.0,3143.0
assam,summer,rice,80,40,40,5.52,497.88,25.03333333333333,10551.0,25008.0
assam,rabi,wheat,60,30,30,6.12,127.68,20.8,2507.0,3106.0
assam,rabi,rapeseed,50,40,20,5.14,127.68,20.8,16345.0,8486.0
assam,rabi,moong,20,40,20,5.62,127.68,20.8,165.0,84.0
assam,rabi,blackgram,40,60,20,4.92,127.68,20.8,3397.0,1617.0
assam,kharif,sesamum,30,15,30,6.32,1543.76,27.33333333333333,719.0,421.0
assam,kharif,maize,80,40,20,5.6,1543.76,27.33333333333333,668.0,346.0
assam,kharif,jute,80,40,40,5.44,1543.76,27.33333333333333,4481.0,39842.0
assam,kharif,rice,80,40,40,5.48,1543.76,27.33333333333333,28265.0,23163.0
assam,rabi,rice,80,40,40,5.6,127.68,20.8,65300.0,162218.0
assam,kharif,jute,80,40,40,5.52,1543.76,27.33333333333333,12170.0,73162.0
assam,kharif,sesamum,30,15,30,6.48,1543.76,27.33333333333333,1545.0,773.0
assam,rabi,moong,20,40,20,5.32,127.68,20.8,163.0,88.0
assam,rabi,rapeseed,50,40,20,5.08,127.68,20.8,11140.0,7010.0
assam,rabi,wheat,60,30,30,6.1,127.68,20.8,8702.0,7373.0
assam,summer,rice,80,40,40,5.56,497.88,25.03333333333333,47750.0,102224.0
assam,whole year,onion,120,60,65,5.84,2169.32,23.73636363636364,850.0,2210.0
assam,whole year,sweetpotato,90,20,120,5.12,2169.32,23.73636363636364,479.0,1635.0
assam,whole year,potato,180,60,90,4.84,2169.32,23.73636363636364,4866.0,44198.0
assam,whole year,potato,180,60,90,5.06,2169.32,23.73636363636364,7827.0,50403.0
assam,whole year,blackpepper,100,60,50,4.94,2169.32,23.73636363636364,369.0,579.0
assam,whole year,arecanut,100,40,140,6.04,2169.32,23.73636363636364,3435.0,2574.0
assam,whole year,banana,100,75,50,6.4,2169.32,23.73636363636364,1528.0,20450.0
assam,whole year,blackpepper,100,60,50,4.9,2169.32,23.73636363636364,292.0,532.0
assam,whole year,onion,120,60,65,5.82,2169.32,23.73636363636364,81.0,205.0
assam,whole year,potato,180,60,90,4.94,2169.32,23.73636363636364,892.0,4945.0
assam,whole year,sweetpotato,90,20,120,5.16,2169.32,23.73636363636364,130.0,459.0
assam,whole year,tapioca,50,50,50,5.46,2169.32,23.73636363636364,11.0,41.0
assam,whole year,turmeric,25,60,100,4.86,2169.32,23.73636363636364,408.0,316.0
assam,rabi,rice,80,40,40,5.38,127.68,20.8,93249.0,157967.0
assam,kharif,rice,80,40,40,5.44,1543.76,27.33333333333333,32409.0,37223.0
assam,kharif,jute,80,40,40,5.64,1543.76,27.33333333333333,1890.0,12840.0
assam,kharif,maize,80,40,20,5.66,1543.76,27.33333333333333,901.0,524.0
assam,kharif,sesamum,30,15,30,6.68,1543.76,27.33333333333333,941.0,600.0
assam,rabi,moong,20,40,20,5.42,127.68,20.8,520.0,309.0
assam,rabi,rapeseed,50,40,20,4.84,127.68,20.8,19895.0,9781.0
assam,rabi,wheat,60,30,30,6.3,127.68,20.8,4829.0,6769.0
assam,summer,rice,80,40,40,5.5,497.88,25.03333333333333,13469.0,23032.0
assam,whole year,arecanut,100,40,140,6.18,2169.32,23.73636363636364,4604.0,3344.0
assam,whole year,banana,100,75,50,6.34,2169.32,23.73636363636364,3320.0,45885.0
assam,whole year,onion,120,60,65,5.9,2169.32,23.73636363636364,335.0,1458.0
assam,rabi,rice,80,40,40,5.52,127.68,20.8,35631.0,45026.0
assam,whole year,turmeric,25,60,100,5.12,2169.32,23.73636363636364,745.0,454.0
assam,whole year,tapioca,50,50,50,5.5,2169.32,23.73636363636364,187.0,795.0
assam,rabi,wheat,60,30,30,6.9,127.68,20.8,310.0,392.0
assam,rabi,rapeseed,50,40,20,4.92,127.68,20.8,9475.0,4972.0
assam,whole year,turmeric,25,60,100,4.98,2169.32,23.73636363636364,252.0,143.0
assam,whole year,sweetpotato,90,20,120,5.12,2169.32,23.73636363636364,143.0,601.0
assam,whole year,potato,180,60,90,4.86,2169.32,23.73636363636364,1766.0,6008.0
assam,whole year,onion,120,60,65,5.98,2169.32,23.73636363636364,32.0,98.0
assam,rabi,moong,20,40,20,5.34,127.68,20.8,90.0,36.0
assam,kharif,maize,80,40,20,5.62,1543.76,27.33333333333333,985.0,591.0
assam,kharif,jute,80,40,40,5.42,1543.76,27.33333333333333,12.0,132.0
assam,whole year,blackpepper,100,60,50,4.88,2169.32,23.73636363636364,222.0,408.0
assam,whole year,banana,100,75,50,6.48,2169.32,23.73636363636364,1298.0,16614.0
assam,whole year,arecanut,100,40,140,6.02,2169.32,23.73636363636364,2070.0,786.0
assam,summer,rice,80,40,40,5.34,497.88,25.03333333333333,5768.0,9817.0
assam,rabi,wheat,60,30,30,6.8,127.68,20.8,6.0,7.0
assam,rabi,rapeseed,50,40,20,5.1,127.68,20.8,323.0,62.0
assam,rabi,blackgram,40,60,20,5.18,127.68,20.8,29.0,17.0
assam,kharif,sesamum,30,15,30,6.54,1543.76,27.33333333333333,12.0,5.0
assam,kharif,maize,80,40,20,5.5,1543.76,27.33333333333333,10.0,5.0
assam,whole year,turmeric,25,60,100,4.98,2169.32,23.73636363636364,989.0,722.0
assam,summer,rice,80,40,40,5.48,497.88,25.03333333333333,12.0,28.0
assam,whole year,arecanut,100,40,140,6.08,2169.32,23.73636363636364,1646.0,1229.0
assam,whole year,banana,100,75,50,6.66,2169.32,23.73636363636364,1430.0,19598.0
assam,whole year,blackpepper,100,60,50,5.02,2169.32,23.73636363636364,58.0,62.0
assam,whole year,sweetpotato,90,20,120,4.84,2169.32,23.73636363636364,255.0,638.0
assam,whole year,potato,180,60,90,5.12,2169.32,23.73636363636364,6710.0,47582.0
assam,whole year,onion,120,60,65,5.98,2169.32,23.73636363636364,305.0,762.0
assam,whole year,blackpepper,100,60,50,5.1,2169.32,23.73636363636364,172.0,273.0
assam,whole year,banana,100,75,50,6.44,2169.32,23.73636363636364,1165.0,15029.0
assam,whole year,arecanut,100,40,140,5.92,2169.32,23.73636363636364,1951.0,1648.0
assam,summer,rice,80,40,40,5.36,497.88,25.03333333333333,11102.0,21772.0
assam,rabi,wheat,60,30,30,6.12,127.68,20.8,3088.0,3099.0
assam,rabi,rapeseed,50,40,20,4.84,127.68,20.8,10112.0,3886.0
assam,summer,rice,80,40,40,5.36,497.88,25.03333333333333,16.0,37.0
assam,rabi,moong,20,40,20,5.46,127.68,20.8,503.0,262.0
assam,kharif,maize,80,40,20,5.42,1543.76,27.33333333333333,333.0,208.0
assam,kharif,jute,80,40,40,5.36,1543.76,27.33333333333333,4943.0,55554.0
assam,kharif,rice,80,40,40,5.62,1543.76,27.33333333333333,26231.0,24388.0
assam,rabi,rice,80,40,40,5.5,127.68,20.8,56528.0,80593.0
assam,whole year,turmeric,25,60,100,4.84,2169.32,23.73636363636364,217.0,119.0
assam,whole year,tapioca,50,50,50,5.64,2169.32,23.73636363636364,37.0,148.0
assam,whole year,sweetpotato,90,20,120,5.1,2169.32,23.73636363636364,163.0,539.0
assam,whole year,potato,180,60,90,5.08,2169.32,23.73636363636364,2163.0,11661.0
assam,whole year,onion,120,60,65,5.94,2169.32,23.73636363636364,28.0,58.0
assam,kharif,sesamum,30,15,30,6.36,1543.76,27.33333333333333,511.0,315.0
assam,rabi,blackgram,40,60,20,4.92,127.68,20.8,267.0,155.0
assam,rabi,wheat,60,30,30,6.8,127.68,20.8,116.0,146.0
assam,rabi,moong,20,40,20,5.56,127.68,20.8,45.0,16.0
assam,whole year,sweetpotato,90,20,120,5.14,2169.32,23.73636363636364,411.0,1311.0
assam,kharif,rice,80,40,40,5.56,1543.76,27.33333333333333,6333.0,6315.0
assam,whole year,onion,120,60,65,6.18,2169.32,23.73636363636364,886.0,1971.0
assam,whole year,blackpepper,100,60,50,4.9,2169.32,23.73636363636364,268.0,383.0
assam,whole year,banana,100,75,50,6.48,2169.32,23.73636363636364,3098.0,42605.0
assam,whole year,arecanut,100,40,140,6.06,2169.32,23.73636363636364,5544.0,7708.0
assam,summer,rice,80,40,40,5.38,497.88,25.03333333333333,40344.0,84363.0
assam,rabi,wheat,60,30,30,6.9,127.68,20.8,3565.0,3291.0
assam,rabi,rapeseed,50,40,20,5.04,127.68,20.8,12910.0,6747.0
assam,rabi,moong,20,40,20,5.44,127.68,20.8,750.0,303.0
assam,rabi,blackgram,40,60,20,4.86,127.68,20.8,1939.0,1274.0
assam,kharif,sesamum,30,15,30,6.32,1543.76,27.33333333333333,1083.0,525.0
assam,kharif,maize,80,40,20,5.56,1543.76,27.33333333333333,88.0,50.0
assam,kharif,jute,80,40,40,5.48,1543.76,27.33333333333333,9506.0,138944.0
assam,kharif,cotton,120,40,20,5.36,1543.76,27.33333333333333,29.0,11.0
assam,kharif,rice,80,40,40,5.38,1543.76,27.33333333333333,18656.0,27553.0
assam,rabi,rice,80,40,40,5.44,127.68,20.8,37920.0,51320.0
assam,whole year,turmeric,25,60,100,4.9,2169.32,23.73636363636364,162.0,275.0
assam,whole year,tapioca,50,50,50,5.44,2169.32,23.73636363636364,3.0,15.0
assam,whole year,tapioca,50,50,50,5.52,2169.32,23.73636363636364,27.0,109.0
assam,whole year,sweetpotato,90,20,120,5.08,2169.32,23.73636363636364,227.0,732.0
assam,whole year,turmeric,25,60,100,5.0,2169.32,23.73636363636364,2084.0,1345.0
assam,kharif,rice,80,40,40,5.62,1543.76,27.33333333333333,6600.0,6819.0
assam,kharif,maize,80,40,20,5.64,1543.76,27.33333333333333,36.0,25.0
assam,kharif,jute,80,40,40,5.36,1543.76,27.33333333333333,69.0,744.0
assam,kharif,rice,80,40,40,5.42,1543.76,27.33333333333333,405.0,356.0
assam,rabi,rice,80,40,40,5.36,127.68,20.8,65000.0,109675.0
assam,whole year,tapioca,50,50,50,5.38,2169.32,23.73636363636364,15.0,115.0
assam,whole year,sweetpotato,90,20,120,5.16,2169.32,23.73636363636364,50.0,282.0
assam,whole year,potato,180,60,90,5.02,2169.32,23.73636363636364,2200.0,14656.0
assam,whole year,onion,120,60,65,5.9,2169.32,23.73636363636364,175.0,175.0
assam,whole year,blackpepper,100,60,50,5.16,2169.32,23.73636363636364,25.0,48.0
assam,whole year,banana,100,75,50,6.36,2169.32,23.73636363636364,1250.0,17312.0
assam,whole year,arecanut,100,40,140,5.86,2169.32,23.73636363636364,1960.0,1828.0
assam,summer,rice,80,40,40,5.64,497.88,25.03333333333333,8750.0,22479.0
assam,rabi,wheat,60,30,30,7.0,127.68,20.8,660.0,622.0
assam,rabi,rapeseed,50,40,20,4.86,127.68,20.8,5000.0,2555.0
assam,rabi,moong,20,40,20,5.44,127.68,20.8,185.0,77.0
assam,rabi,blackgram,40,60,20,4.86,127.68,20.8,600.0,328.0
assam,kharif,sesamum,30,15,30,6.68,1543.76,27.33333333333333,330.0,172.0
assam,kharif,maize,80,40,20,5.6,1543.76,27.33333333333333,30.0,22.0
assam,kharif,jute,80,40,40,5.6,1543.76,27.33333333333333,950.0,8191.0
assam,rabi,rice,80,40,40,5.62,127.68,20.8,136199.0,201910.0
assam,whole year,potato,180,60,90,5.08,2169.32,23.73636363636364,800.0,4366.0
assam,whole year,blackpepper,100,60,50,4.96,2169.32,23.73636363636364,81.0,138.0
assam,whole year,banana,100,75,50,6.5,2169.32,23.73636363636364,838.0,11145.0
assam,kharif,maize,80,40,20,5.46,1543.76,27.33333333333333,155.0,93.0
assam,kharif,jute,80,40,40,5.42,1543.76,27.33333333333333,412.0,2459.0
assam,kharif,rice,80,40,40,5.38,1543.76,27.33333333333333,15278.0,4248.0
assam,rabi,rice,80,40,40,5.46,127.68,20.8,54989.0,63960.0
assam,whole year,turmeric,25,60,100,4.82,2169.32,23.73636363636364,722.0,567.0
assam,whole year,sweetpotato,90,20,120,4.84,2169.32,23.73636363636364,371.0,1399.0
assam,whole year,potato,180,60,90,4.86,2169.32,23.73636363636364,2900.0,28504.0
assam,whole year,onion,120,60,65,6.08,2169.32,23.73636363636364,348.0,975.0
assam,whole year,blackpepper,100,60,50,4.98,2169.32,23.73636363636364,34.0,56.0
assam,whole year,banana,100,75,50,6.54,2169.32,23.73636363636364,1260.0,18657.0
assam,whole year,tapioca,50,50,50,5.44,2169.32,23.73636363636364,359.0,1817.0
assam,whole year,potato,180,60,90,5.12,2169.32,23.73636363636364,2250.0,17717.0
assam,whole year,tapioca,50,50,50,5.34,2169.32,23.73636363636364,18.0,127.0
assam,whole year,turmeric,25,60,100,5.08,2169.32,23.73636363636364,390.0,361.0
assam,rabi,rice,80,40,40,5.42,127.68,20.8,65000.0,109227.0
assam,kharif,rice,80,40,40,5.52,1543.76,27.33333333333333,229.0,248.0
assam,kharif,jute,80,40,40,5.56,1543.76,27.33333333333333,53.0,582.0
assam,kharif,maize,80,40,20,5.66,1543.76,27.33333333333333,73.0,50.0
assam,kharif,sesamum,30,15,30,6.34,1543.76,27.33333333333333,36.0,11.0
assam,kharif,sesamum,30,15,30,6.44,1543.76,27.33333333333333,277.0,98.0
assam,rabi,blackgram,40,60,20,4.9,127.68,20.8,1515.0,1079.0
assam,rabi,moong,20,40,20,5.6,127.68,20.8,307.0,136.0
assam,rabi,rapeseed,50,40,20,5.12,127.68,20.8,24670.0,13257.0
assam,whole year,arecanut,100,40,140,5.9,2169.32,23.73636363636364,1296.0,1480.0
assam,summer,rice,80,40,40,5.5,497.88,25.03333333333333,32806.0,84738.0
assam,rabi,wheat,60,30,30,6.12,127.68,20.8,4146.0,3906.0
assam,rabi,rapeseed,50,40,20,4.88,127.68,20.8,5500.0,2684.0
assam,rabi,moong,20,40,20,5.42,127.68,20.8,190.0,35.0
assam,rabi,blackgram,40,60,20,4.9,127.68,20.8,600.0,325.0
assam,kharif,sesamum,30,15,30,6.68,1543.76,27.33333333333333,196.0,99.0
assam,kharif,jute,80,40,40,5.38,1543.76,27.33333333333333,4000.0,48089.0
assam,kharif,rice,80,40,40,5.58,1543.76,27.33333333333333,6000.0,4304.0
assam,rabi,rapeseed,50,40,20,5.06,127.68,20.8,1619.0,876.0
assam,rabi,rice,80,40,40,5.38,127.68,20.8,91240.0,56370.0
assam,whole year,tapioca,50,50,50,5.38,2169.32,23.73636363636364,207.0,879.0
assam,whole year,sweetpotato,90,20,120,5.12,2169.32,23.73636363636364,117.0,363.0
assam,whole year,potato,180,60,90,4.96,2169.32,23.73636363636364,5008.0,25012.0
assam,whole year,onion,120,60,65,6.0,2169.32,23.73636363636364,206.0,548.0
assam,whole year,blackpepper,100,60,50,5.0,2169.32,23.73636363636364,70.0,107.0
assam,whole year,banana,100,75,50,6.46,2169.32,23.73636363636364,4095.0,56514.0
assam,whole year,arecanut,100,40,140,6.18,2169.32,23.73636363636364,2791.0,2563.0
assam,summer,rice,80,40,40,5.34,497.88,25.03333333333333,17070.0,14008.0
assam,rabi,wheat,60,30,30,6.4,127.68,20.8,456.0,346.0
assam,whole year,turmeric,25,60,100,4.88,2169.32,23.73636363636364,785.0,511.0
assam,whole year,blackpepper,100,60,50,4.82,2169.32,23.73636363636364,10.0,19.0
assam,rabi,rice,80,40,40,5.44,127.68,20.8,37650.0,75097.0
assam,whole year,potato,180,60,90,4.9,2169.32,23.73636363636364,838.0,7069.0
assam,kharif,rice,80,40,40,5.64,1543.76,27.33333333333333,13275.0,15832.0
assam,kharif,jute,80,40,40,5.32,1543.76,27.33333333333333,2534.0,17752.0
assam,kharif,maize,80,40,20,5.54,1543.76,27.33333333333333,271.0,163.0
assam,kharif,sesamum,30,15,30,6.58,1543.76,27.33333333333333,394.0,243.0
assam,rabi,moong,20,40,20,5.46,127.68,20.8,325.0,165.0
assam,rabi,rapeseed,50,40,20,4.94,127.68,20.8,7037.0,3075.0
assam,rabi,wheat,60,30,30,6.12,127.68,20.8,2005.0,2109.0
assam,rabi,rice,80,40,40,5.38,127.68,20.8,34552.0,34188.0
assam,summer,rice,80,40,40,5.68,497.88,25.03333333333333,12328.0,29205.0
assam,whole year,banana,100,75,50,6.4,2169.32,23.73636363636364,1041.0,13533.0
assam,whole year,blackpepper,100,60,50,4.94,2169.32,23.73636363636364,34.0,52.0
assam,whole year,onion,120,60,65,5.88,2169.32,23.73636363636364,325.0,813.0
assam,whole year,potato,180,60,90,5.14,2169.32,23.73636363636364,3150.0,14090.0
assam,whole year,sweetpotato,90,20,120,4.84,2169.32,23.73636363636364,125.0,312.0
assam,whole year,tapioca,50,50,50,5.62,2169.32,23.73636363636364,14.0,54.0
assam,whole year,turmeric,25,60,100,4.96,2169.32,23.73636363636364,329.0,199.0
assam,whole year,arecanut,100,40,140,5.88,2169.32,23.73636363636364,1144.0,797.0
assam,whole year,turmeric,25,60,100,4.92,2169.32,23.73636363636364,340.0,200.0
assam,whole year,tapioca,50,50,50,5.66,2169.32,23.73636363636364,310.0,1315.0
assam,whole year,sweetpotato,90,20,120,5.18,2169.32,23.73636363636364,130.0,390.0
assam,whole year,sweetpotato,90,20,120,5.04,2169.32,23.73636363636364,178.0,935.0
assam,whole year,tapioca,50,50,50,5.4,2169.32,23.73636363636364,31.0,133.0
assam,whole year,turmeric,25,60,100,5.16,2169.32,23.73636363636364,281.0,537.0
assam,rabi,rice,80,40,40,5.66,127.68,20.8,79842.0,64012.0
assam,kharif,rice,80,40,40,5.44,1543.76,27.33333333333333,15899.0,12476.0
assam,kharif,jute,80,40,40,5.4,1543.76,27.33333333333333,1385.0,14389.0
assam,kharif,maize,80,40,20,5.32,1543.76,27.33333333333333,329.0,200.0
assam,kharif,sesamum,30,15,30,6.44,1543.76,27.33333333333333,428.0,213.0
assam,rabi,moong,20,40,20,5.48,127.68,20.8,110.0,45.0
assam,rabi,rapeseed,50,40,20,5.06,127.68,20.8,10943.0,6072.0
assam,rabi,wheat,60,30,30,6.9,127.68,20.8,1316.0,2203.0
assam,summer,rice,80,40,40,5.64,497.88,25.03333333333333,3182.0,5118.0
assam,whole year,arecanut,100,40,140,5.86,2169.32,23.73636363636364,2207.0,1865.0
assam,whole year,banana,100,75,50,6.34,2169.32,23.73636363636364,532.0,6440.0
assam,whole year,blackpepper,100,60,50,4.88,2169.32,23.73636363636364,15.0,22.0
assam,whole year,onion,120,60,65,5.9,2169.32,23.73636363636364,145.0,290.0
assam,whole year,potato,180,60,90,5.12,2169.32,23.73636363636364,1804.0,16412.0
assam,rabi,rice,80,40,40,5.34,127.68,20.8,33086.0,51623.0
assam,kharif,rice,80,40,40,5.64,1543.76,27.33333333333333,7944.0,5711.0
assam,kharif,jute,80,40,40,5.58,1543.76,27.33333333333333,95.0,1043.0
assam,kharif,maize,80,40,20,5.48,1543.76,27.33333333333333,316.0,272.0
assam,whole year,onion,120,60,65,6.0,2169.32,23.73636363636364,253.0,633.0
assam,whole year,blackpepper,100,60,50,5.1,2169.32,23.73636363636364,54.0,107.0
assam,whole year,banana,100,75,50,6.54,2169.32,23.73636363636364,1163.0,16270.0
assam,whole year,arecanut,100,40,140,6.1,2169.32,23.73636363636364,2098.0,2024.0
assam,summer,rice,80,40,40,5.44,497.88,25.03333333333333,3419.0,6271.0
assam,rabi,wheat,60,30,30,6.7,127.68,20.8,1643.0,1292.0
assam,rabi,rapeseed,50,40,20,5.08,127.68,20.8,5529.0,1839.0
assam,rabi,moong,20,40,20,5.42,127.68,20.8,497.0,256.0
assam,rabi,blackgram,40,60,20,5.02,127.68,20.8,2294.0,943.0
assam,kharif,sesamum,30,15,30,6.58,1543.76,27.33333333333333,78.0,78.0
assam,kharif,maize,80,40,20,5.58,1543.76,27.33333333333333,447.0,279.0
assam,kharif,jute,80,40,40,5.4,1543.76,27.33333333333333,5056.0,48963.0
assam,kharif,rice,80,40,40,5.58,1543.76,27.33333333333333,24870.0,28900.0
assam,rabi,rice,80,40,40,5.52,127.68,20.8,58870.0,84930.0
assam,whole year,turmeric,25,60,100,5.06,2169.32,23.73636363636364,235.0,130.0
assam,whole year,tapioca,50,50,50,5.54,2169.32,23.73636363636364,38.0,152.0
assam,whole year,sweetpotato,90,20,120,5.02,2169.32,23.73636363636364,150.0,509.0
assam,whole year,potato,180,60,90,5.0,2169.32,23.73636363636364,6181.0,30700.0
assam,whole year,potato,180,60,90,4.9,2169.32,23.73636363636364,1986.0,7675.0
assam,whole year,sweetpotato,90,20,120,5.16,2169.32,23.73636363636364,154.0,385.0
assam,rabi,moong,20,40,20,5.68,127.68,20.8,147.0,79.0
assam,kharif,sesamum,30,15,30,6.38,1543.76,27.33333333333333,114.0,59.0
assam,rabi,rapeseed,50,40,20,5.08,127.68,20.8,11255.0,5125.0
assam,rabi,wheat,60,30,30,6.3,127.68,20.8,506.0,358.0
assam,summer,rice,80,40,40,5.62,497.88,25.03333333333333,3195.0,7243.0
assam,whole year,arecanut,100,40,140,6.12,2169.32,23.73636363636364,960.0,795.0
assam,whole year,banana,100,75,50,6.38,2169.32,23.73636363636364,983.0,15329.0
assam,whole year,blackpepper,100,60,50,4.84,2169.32,23.73636363636364,68.0,87.0
assam,whole year,onion,120,60,65,6.02,2169.32,23.73636363636364,107.0,300.0
assam,whole year,potato,180,60,90,4.82,2169.32,23.73636363636364,4400.0,23857.0
assam,whole year,sweetpotato,90,20,120,4.86,2169.32,23.73636363636364,116.0,363.0
assam,whole year,tapioca,50,50,50,5.34,2169.32,23.73636363636364,28.0,84.0
assam,whole year,turmeric,25,60,100,4.96,2169.32,23.73636363636364,332.0,214.0
assam,rabi,rice,80,40,40,5.46,127.68,20.8,63270.0,81220.0
assam,kharif,rice,80,40,40,5.6,1543.76,27.33333333333333,17727.0,15300.0
